row.names	c1G	c1R	c2G	c2R	c3G	c3R	c4G	c4R	c5G	c5R	c6G	c6R	c7G	c7R	c8G	c8R	k1G	k1R	k2G	k2R	k3G	k3R	k4G	k4R	k5G	k5R	k6G	k6R	k7G	k7R	k8G	k8R
2508	3328.4	1676.68	2491.39	1606.14	2974.4	1511.57	1985.77	1173.91	3463.47	1601.44	2244.55	1213.59	3897.4	1801.88	4169.76	2470.48	1746.03	1073.03	1614	1210.2	2576.3	1633.45	2226.82	1727.43	3952.92	2025.1	1151.7	722.04	4480.28	2449.38	2921.32	1728.68
2509	602.33	356.7	614.25	470.3	452.4	336.3	581.06	359.2	421.48	306.57	435	410.31	418.85	226.3	587	489.21	337.61	282.07	319.48	370.76	486.74	398.68	410.6	541.47	1189.07	846.46	461.89	362.56	722.4	413	522.25	449.08
2510	4140.11	2102.96	2611.55	1441.03	3828.84	1283.18	1862.82	1029.94	3615.82	1622.55	2364.76	1239.69	3721.76	1601.57	3638.54	1912.78	2139.14	1364.89	1229.19	810.67	3864.36	1588.59	1806.31	1702.33	3125.29	1432.58	1361.96	721.71	4981.66	2087.73	2607.34	1663.15
2511	17204.66	11228.77	11442.12	7148.92	13622.28	7931.65	9945.66	6536.19	16599.62	11102.94	14651.09	8394.24	16210.33	8216.8	16068.57	12761.49	11036.16	7978.66	6334.7	3974.91	20836.04	12394.88	10438.13	6393	15998.62	9271.01	8222.62	4099.9	18154.63	13205.81	11890.08	8580.43
2512	3603.56	1937.93	2233.7	1314.75	2808.68	1367.42	1691.38	796.54	3633.11	1740.57	1849.35	1057.62	3808.17	1539.53	3215.12	1811.46	1610.63	957.55	1180.31	797.23	2689.35	1427.95	1534.12	1090.72	2960.27	1420.05	840.28	521.82	4733.86	2241.09	2479.86	1493.77
2513	2353.59	1456.67	1433.08	896.26	2024.78	871.74	1039.22	615.95	2929.96	1433.04	1450	807.7	2756.75	1099.25	2246.76	1270.12	1009.07	512.47	1187.15	749.59	1850.07	923.88	1557.38	1109.92	2699.86	1277.2	694.46	443.73	3462	1538.02	1917.8	1070.09
2514	2296.2	1427.8	1365.71	796.29	1485.8	815.39	1142.98	605.13	1785.47	1172.74	1214.3	832.45	1843.06	878.5	1396.88	996.65	1595.59	1045.39	703.93	559.02	2173.43	1348.16	934.48	814.98	2442.07	1316.65	716.63	492.58	2847.39	1450.91	1311.41	848.84
2515	3684.57	2277.18	1892.64	1118.26	2818.07	1492.9	1591.7	859.53	4641.78	3355.82	1711	995	4044.32	1889.16	2398.42	1608.47	1408.89	854.05	1164.56	688.5	2716.06	1613.84	1961.85	1925.7	4142.66	2097.04	909.36	666	5228.93	2970	2840.62	1866.69
2516	9691.18	5733.25	6884.67	3388.67	8789.6	4457.85	2654.73	1804.73	9200.61	4828.83	5388.64	2590.73	7898	3608.67	7288.79	4262.93	5343.62	3846.8	4100	3250.5	11569.61	5224.26	3535.92	2613.67	10494.77	4945.15	2325.8	1210.2	13448.88	8217.23	7241	4883.89
2517	5020.82	2783.91	2544.67	1306.56	3299	1277.22	1796	991.67	4825.33	2762.8	1499	932.06	3907.78	1730.22	2297.89	1357.67	4657.28	3402.78	1227.19	780.52	6251.5	2754.81	1965.58	1279.25	3794.22	1786.65	634	395.8	4529.61	2476.96	2360.9	1479.8
2518	24163.54	16706.79	11918.95	7439.29	13713.38	8820.54	11363.27	6988.81	16465.98	11589.82	11894.24	7456.48	14075.4	7741.65	11722	9297.75	12107.32	11068.96	8718.36	6257.18	14977.9	10219.14	8703.58	6677.75	15322.78	9567.55	8283.2	5266.27	20042.19	14091.51	9607.3	7961.87
2519	1576.9	977.67	934.23	675.6	1032.24	613.32	897.7	578.19	1439.43	904.6	768.86	626.83	1388.46	752.9	1387.5	892.52	978.1	920.03	807.23	544.1	919.27	620.77	774.4	704.07	1565	819.58	651.83	574.75	1642.21	855.12	904.81	679.8
2520	6823.71	3833.38	2954.77	1806.08	4756.5	2816.13	2345.6	1567.77	8782.52	6251.13	4001.12	2284.56	6104.73	3290.4	4060.12	2795.73	3077.41	2335.79	2763	1857.69	5465.94	3299.1	3699.84	2801.29	8309.53	4662.4	2066.37	1350.93	7661.47	4395.21	3447.71	2270.56
2521	2805.37	1730.16	3788.21	2127.43	4901.33	2594.33	2607.91	1390.98	5857.15	3455.63	4486.78	2738.08	7319.17	3464.85	8651.61	6413.77	2525.76	1809.33	2280.43	1570.07	4939.55	2898.52	7503.23	6518.2	7190.25	4284.86	3587.64	1974.45	4964.59	2784.53	3726.81	2661.3
2522	13834.95	8486.52	10787.21	6506.11	12481.77	6173.31	8319.44	4346.89	11804.39	7289.1	10284.84	5632.74	12542.24	5651.26	14094.09	9898.71	5316.02	2991.18	5549.37	3250.61	14023.2	7237.78	8796.02	6679.5	11927.45	6235.23	7289.37	3966.04	19440.44	11685.25	11565.63	8063.07
2523	7995.35	4663.26	6640.43	3873.85	6807.73	3430.33	4751.7	2708.12	8215.98	4726.87	6018.42	3504.66	7896.62	3739.62	8926.23	6360.06	4403.16	2524.75	3379.2	2153.16	7588.73	4077.06	7421.14	5492.89	8144	4331.51	4980.95	2802.85	11452.28	5746.67	6498.68	4079
2524	3030.56	1703.68	2630.81	1596.23	2871	1503.04	2023.94	1215.57	4096.63	2322.17	2127.79	1279.59	4620.06	2046.58	5563.6	3802.51	1433.64	807.61	1902.13	1235.74	4241.46	2517.17	4760.73	3514.72	4871.8	2726.1	2094.01	1184.99	5364.98	2803.22	3541.7	2151.86
2525	2224.78	1235.21	2087.58	1449.15	1860.88	1132.75	1631.64	1205.09	3056.12	1257.51	1684.83	1158.97	3504.81	1520.92	3808.73	2003.97	2110.55	1106.25	1590.33	1420	4206.8	2639.52	3338.17	2111.34	4051.32	2582.82	1730.33	746.78	3587.85	1715.37	2999.47	1538.43
2526	3221.78	1750.05	2638.56	1805.25	1518.39	1227.15	2275.18	1443.5	6564	2399.7	2405.76	1276.71	6609.21	2286.79	7168.75	3621.33	1263.31	584.55	2527.94	1699.28	4280.89	2227.17	4474.64	3146	5633.59	3239.24	1969.6	826.33	8337.71	3332.14	5633.93	2412.79
2527	954.08	556.8	787.75	551.71	668.94	401.24	656.29	428.23	738.83	425.2	515.11	418.85	765.72	397.85	777.55	538.16	433.43	270.64	515	504.96	892.96	656.54	614.87	626.48	972.49	508.02	605.97	329.48	1221.44	731.09	918.13	539.95
2528	1628.32	881.51	1279.69	860.55	1073.7	653.54	868.88	579.85	1320.15	688.76	766.71	498.83	1623.64	765.1	1352.51	871.22	510.96	366.94	889.33	680.33	1383.82	880.11	1335.99	1141.34	1697.11	938.9	796.73	407.64	2176.1	1089.68	1296.45	738.2
2529	3298.72	1784.25	2450.28	1459.25	3520.31	1815.03	1858.9	1119.78	4890.3	2762.18	2681.78	1621.31	4788.06	2168.03	4736.47	3165.09	1833.3	1184.69	2737.68	1659	3807.83	2167.05	3925.93	2901.44	5068.57	2668.67	1883.66	1006.7	5513.5	3067	3368.45	2257.49
2530	9429	5691.35	6085.79	3896.76	7431.8	4194.52	4807.62	3474.01	9326.72	5406.26	5210.16	3252.65	8354.4	4145.97	7970.3	5641.85	5401.35	3718.84	4755.13	3380.7	8553.77	5548.6	6872.64	4887.94	9380.84	5127.59	4286.36	2463.44	12388.73	6748.44	7424.64	4912.34
2531	13502.68	10438.43	9599.8	6487.16	10929.42	8522.33	8944.49	7959.63	13680.01	9414.39	11521.22	8534.14	14492.16	7095.26	12585	11002.35	9568.26	7415.52	7477.74	7291.71	14724.75	11275.39	11191.86	7123.2	15464.95	8252.66	9173.6	5096.57	16378.37	9993.1	10656.85	7192.46
2532	7398.11	5355.78	1568.39	980.7	11618.8	6258.67	1115.23	801.27	7352.56	5380.22	917.38	665.02	1085.68	594.95	14093.56	12300.34	1222	817.68	628.45	499.52	8622.67	6794.92	914.71	795.38	7705.25	4266.83	1915.67	1188.56	9184.33	6111.42	916.14	573.92
2533	1468.53	1177.91	896.22	630.95	1298.43	710.86	722.93	451.62	1044.41	570.26	613.83	530.07	1126.31	568.14	914.01	635.9	1087.3	732.79	624.81	526.64	1228.41	828	766.56	740.08	1302.27	715.03	539.68	338.14	1535.72	840.63	1084.49	724.3
2534	2003.3	1284.17	1046.37	667.2	1771.6	797.73	890.26	528.17	1574.66	842.87	733.61	518.46	1469.13	703.07	1172.32	809.78	810.65	546.3	690.48	536.8	1570.83	1014.2	898.9	838.06	1667.94	975.88	573.79	334.49	2248.34	1123.14	1170.09	786.54
2535	2722.83	1602.77	1747.52	1166.07	2141.42	1246.36	1378.34	969.24	4571.74	1795.59	2218.49	1551.43	4207.94	2218.8	2663.4	1656.04	2049.28	1141.44	2152.74	2129.16	3117.38	2549.5	3379.06	1800.12	4206.16	2635.02	1233.52	535.56	4252.44	1800.07	2345.83	1293.67
2536	2346.5	1425.1	1360.72	940.5	2037.94	1159.53	1082.05	625.17	1990.66	1027.78	1053.05	742.14	2128.43	1033.71	1561.57	1020.22	977.66	554.27	1171.23	710.47	2130.34	1261.54	1370.18	995.35	2507.63	1356.7	860.33	412.57	2740.67	1187.2	2253.34	936.3
2537	20745.03	13667.78	13063.2	7451.83	21515.68	13097.65	10759.29	5973.5	22584.24	15787.19	18816.33	12136.66	18263.11	12004.95	19814.16	15927.35	16448.71	5741.55	14371.93	5006.53	27985.06	9278.53	15831.46	6852.63	29538.72	11219.7	12031.7	2585.08	34273.34	11603.63	18325.44	4908.1
2538	2229.56	1260.03	1110.34	712.41	1577.33	856.18	982.93	538.01	2360.22	1294.53	1296.25	878.55	3864.4	1905.44	1582.5	1024.6	1324.37	954.27	962.36	554.54	2076.79	898.37	4790.04	2178.48	2475.81	1010.21	6612.43	1512.79	2842.35	1282.47	1622.2	742.33
2539	1510.69	986.03	920.85	663.71	12969	7843.42	726.76	461.47	1147.58	638.21	0	0	1419.54	690.35	947.39	674.11	985.65	852.91	712.55	535.16	1179.13	696.85	1378.94	974.63	1182.09	686.83	1017.01	426.7	2006.22	1084.77	969.64	654.26
2540	592.5	352.13	686.62	644.46	1048.33	554.56	781	463.65	650.31	308.02	395.51	426.81	711.59	351.76	570.41	388.74	240	243.19	480.08	468	563.2	406.32	560.31	729.65	692.47	391.68	444.15	344.54	811.38	380.03	701.02	499.48
2541	1547.93	936.89	934.99	652.71	3222.91	1974.64	922.78	618.64	1638.52	924.45	754.21	586.07	1527.79	788.59	1143.46	730.71	841.3	558.49	624.64	485.65	1550.18	811.47	625.29	617.82	1741.45	861.78	668.87	451.72	1989.25	1073.35	915.23	605.07
2542	1971.83	1283.48	1312.02	986.45	1061.29	654.6	1156.87	694.49	1505.71	844.78	956.67	784.32	1403.61	653.53	2003.4	1498.54	919.54	765.19	591.54	517.58	2013.71	1357.28	3344.93	2519.25	2064.35	1073.05	1109.01	671.87	1818.92	1015.27	1330.83	841.57
2543	15125.05	9890.82	10054.34	7329.05	11397.93	6936.13	10022.18	7091.95	11252.69	6228.08	9013.86	6363.24	10739.08	5757.87	13670.49	10131.83	7644.01	5244.72	6486.56	5404.08	12153.74	9388.89	9935.17	6516.49	10354.99	6273.28	7674.48	4399.5	14692.74	7936.6	11249.05	7600.3
2544	9457	6311.52	8125.57	5208.86	8247.39	4834.05	7955.7	4939.74	8101.73	5003.48	5906	3911.96	6100.65	3347.87	8152.47	6443.71	5983.75	4319.01	4722.65	3844.85	9306.36	6420.67	5034.1	3441.23	7564.18	4213.41	4803.37	2875.63	10821.95	6474.08	7426.87	5351.22
2545	12629.79	7197.21	8370.19	3649.19	11506.21	4439.71	6570.81	2688.9	9634.35	8588.96	7133.68	3130.86	9866.5	4629.36	10183.27	8482.88	3963.82	3472.94	4962.92	2161.42	10841.48	3643.43	6615.5	7172.38	10144.27	3815.87	4039.82	3157.91	12270.23	10487.4	9049.35	8291.32
2546	10395.78	5189.94	10134.78	4186.09	13219.22	5228.98	8194.13	3573.79	11679.62	6678.25	13684.33	6385.17	12828.44	5388.57	15138.44	9886.52	5326.08	2948.68	8223.8	4162.15	14814.65	5332.86	10386.06	6605.68	14836.87	5808.66	7061.39	3166.33	13598.98	8561.24	10648.39	7385.86
2547	3977.17	2387.58	2484.81	1537.67	2168.57	1149.58	2360.25	1429.67	2683.12	1473.65	1378.57	876.67	2154.91	973.64	3764.75	2240.58	1257.14	841.76	1411.58	1037.17	2512.27	1387.37	1949.67	1503.07	2746.56	1243.67	1210.37	824.16	2828.9	1496.38	3765.5	2284.1
2548	2519.7	1472.84	1346.56	1027.94	1638.81	954.19	1102.45	700.39	2007.77	1264.95	936.73	586.27	1728.9	687.14	1954.23	1160.73	1016.28	607.14	1059.67	834.11	2580.86	1288.02	1298.37	968.68	2419.93	1150.43	693	413.81	3535.09	2112.7	1807.33	1098.13
2549	1405.81	673.48	1437.92	934.7	1558.02	670.54	1144.59	505.32	1710.66	1652.92	1167.46	934.61	1719.62	1013.35	1990.91	1399.26	770.75	889.02	1615.83	1161.58	2145.3	994.68	2273.7	2842.81	2399.61	1023.65	931.42	990.61	1960.33	2491.51	1478.72	1792.41
2550	2134.29	1188.02	1362.47	1090.39	1476.02	860.29	1149.64	758.82	2033.06	1211.22	1066.25	783.92	1870.75	847.09	1572.64	1095.77	695.86	450.59	832.29	618.14	1818.78	1281.59	1192.97	1062.06	2284.79	1150.57	748.18	461.46	2807.05	1551.18	1851.93	1198.14
2551	1711.81	872.57	1322.34	773.08	1529.48	674.35	1104.44	638.22	3086.91	1385.82	1277.32	716.36	6626.31	3348.83	2289.36	1422.59	728.9	479.16	1285.9	737.95	1764.37	780.27	2194.18	1528.91	2620.85	1236.74	844.74	544.13	2491.53	1340.32	2188.93	1371.16
2552	2564.73	1597.47	811.74	670.87	765.35	483.82	681.65	447.13	1498.48	951.77	483.51	458.15	6719	2855.33	764.41	654.38	483.12	336.96	654.2	485.8	875.12	530.18	776.14	817.78	954.96	453.43	493.45	308.07	9068.58	5240.67	1941.81	1169.84
2553	2808.85	1576.41	1692.41	1213.18	2081.52	977.78	1349.24	740.53	2507.7	1416.97	1114.73	638.7	2411.16	965.08	2031.53	1280.1	828.01	490.73	1095.62	748.06	2118.9	1034.05	1884.07	1231	2465.28	1082.08	993.9	451.3	3391.3	1760.66	2510.19	1382
2554	7452.39	5083.09	4568.94	2327.69	5046	2110.94	3474.69	1357.08	5925.44	2880.88	2892.78	1358	3513.5	1719.55	4021.93	2569.27	2927.31	1517.88	2958	1505.87	6419.5	2861.21	3392.17	2357	5692.88	2255.24	1818	867.4	10476.64	5528.73	4535.58	2954.58
2555	2549.73	2000.04	1309.81	864.33	1450.46	778.12	1017.4	735.04	1896.85	1085.72	861.05	579.11	1613.78	745.47	1454.51	901.76	792.73	510.39	773.95	642.82	1508.4	931.34	1053.03	816.13	2110.63	1044.86	581.15	360.62	3040.81	1492.48	1706.44	1183.76
2556	1045.18	780.39	693.82	474.08	668.84	346.33	578.4	427.73	1049.57	520.03	511.47	478.37	1029.99	558	765.61	554.05	448.44	345.94	528.7	476.46	894.75	601.77	727.38	717.26	1352.39	707.99	488.15	252.4	1646.88	833.75	704.64	550.5
2557	7623.06	5539.34	4849.35	2762.65	7494.5	3194.17	3685.57	1809.81	7897.43	4617.25	4864.9	1972.29	9135.21	3321.22	6359.5	4560.67	3198.2	1662.22	5188.06	2654.81	7945.35	2389.94	6622.77	3226.59	9599.58	3366.74	2008.12	961.12	10506.95	6303.75	7973.17	5332.84
2558	21604.19	15640.04	12717.07	8612.18	16177.85	11002.4	13273.63	9115.3	19341.8	15072.94	14757.68	11618.62	18285.04	11896.01	17467.87	14870.82	14143.66	11203.27	9383.58	9313.02	23031.63	17027.87	11488.28	9049.41	23393.18	14336.07	11758.18	8697.2	25109.69	14640.14	13713.52	12085.45
2559	1513.52	952.43	981.56	626.28	958.52	529.86	751.95	460.29	1415.51	820.77	697.7	548.52	1044.65	503.3	1886.72	1513	718.28	444.56	525.87	443.25	1408.64	961.42	762.2	710.72	1804.88	1023.2	6963.4	4863.1	1901.13	1006.64	1120	665.75
2560	2558.72	1495.42	1411.75	988.92	1819.38	1009.84	1109.33	709.93	3688.33	1712.77	1516.78	1117.61	3464.76	1548.11	2173.21	1415.23	1101.26	624.22	1701.06	1614.81	2014.91	1608.45	1563	1118.13	3605.96	2176.48	750.34	524.52	3156.55	1401.87	2354.83	1211.3
2561	1456.47	873.78	943.61	620.13	1180.16	615.22	683.06	419.42	1087.35	550.8	579.17	496.42	1158.73	693.88	886.12	673.32	529.43	381.43	857.33	481.78	1055.27	739.63	725.7	690.9	1498.23	827.49	430.32	317.75	1447.62	744.15	776.66	561.39
2562	8078.1	4539.64	3703.79	2062	6521.1	3373.82	3456.21	1958.77	9053.79	4719.15	3617.89	1855.75	7464.89	3309.54	4777.19	2918.75	1989.39	1315.11	3051.73	1927.64	6199.98	3151	2738.39	2129.89	8365.2	4271.57	1529.77	825.68	10555.75	4986.49	5232.68	2915.11
2563	9979.94	6372.33	9863.4	5567.17	10768.63	5979.08	8444.64	5011.83	10791.13	7013.92	11380.61	7542.83	12915.18	7117.59	14344.3	11603.17	5883.86	4189.14	7512.79	4611.07	12341.31	7086.67	9388.93	7626.25	13669.81	7752.85	9038.46	5015.15	13091.91	8607.45	9808.19	7517.03
2564	3072.84	1689.21	2628.88	1381.81	2717.75	1240.75	2148.82	1139.76	2858.37	1428.19	2247.05	1292.42	2746.76	1438.52	4260.11	2767.37	1136.11	764.61	1120.46	705.46	3244.36	1364.28	3699.6	1992.6	3331.45	1571.11	1513.1	1024.9	4853.5	2528.17	3309.31	3249.85
2565	5438.43	3464.46	3079.56	2131.31	3797.52	2023.48	2422.85	1574.15	3740.91	2071.74	2147.66	1426.33	3579.5	1570.28	4077.61	2611.06	2804.42	1707.08	1402.14	759.13	5118.09	3459.77	2629.43	1926	4235.15	2072.58	1392.22	820.5	7223.58	3994.12	3329.19	2131.56
2566	2405.48	1808.24	2138.98	1357.14	2627.35	1275.75	1492.73	921.38	3289.29	2010.35	2132.45	1371.7	3561.21	1706.98	4150.52	2693.38	1157.05	765.31	1664.54	943.54	3053.66	1660.66	4010.65	2298	4110.05	1796.6	1660.07	876.68	3992.84	2251.66	2647.58	1621.19
2567	10056.64	6603.72	7449.6	4977.32	8323.67	4372.84	6035.96	3707.69	8736.71	5466.52	6403.37	3684.81	8984.98	4450	9248.14	6771.39	4365.45	2629.27	4590.5	2959.9	9814.23	5623.26	7041.16	5536.6	9385.92	4871.48	4116.61	2220.36	12386.95	7241.25	8795.51	6193.26
2568	2503.64	1571.06	1710.67	1207.48	1571.06	936.02	1378.31	887.37	2063.75	1242.5	1133.12	800.54	1844.75	897.12	2395.53	1615.63	1153.27	751.37	776.66	691.18	2185.62	1441.13	1337.29	1043.09	2608.23	1405.5	952.45	591.14	2758.57	1455.14	1754.61	1181.61
2569	572.68	429.4	605.94	531.17	281.48	252.81	708.56	527.25	429.62	320.93	413.02	392.95	484.44	270.06	490.06	426.72	275.77	237.44	301.8	444.9	476.1	412.15	393.96	501.79	483.47	339.17	383.12	384.45	351.85	280.27	430.48	377.36
2570	727.83	446.43	502.57	563.13	493.29	328.26	542.92	484.42	519.44	391.04	406	406.47	368.33	240.65	439.2	388.37	257.45	238.16	402.95	462.76	689.72	442.02	384.79	450.68	739.64	418.56	414.34	374.31	826.63	517.61	502.41	533.96
2571	907.43	456.87	652.16	557.63	419.51	310.54	416	366.67	552.42	313.16	472.46	455.38	507.12	300.53	466.62	428.41	375.97	302.55	474.81	550.88	806.9	581.83	383.96	551.43	867.4	393.28	482.36	357.21	1062.47	593.69	554.29	447.53
2572	943.68	444.2	529.62	657.18	547.41	401.68	598.73	488.47	865.93	576.67	570.89	378.3	589.73	350.03	731.14	590.43	344.45	361.55	407.57	453.3	732.5	482.25	467.68	696.28	641.81	457.57	323.53	341.53	940.31	646.31	856.3	599.1
2573	564.17	370	553.25	580.98	258.45	265.19	597.58	442.75	296.84	282.85	471.92	406.08	467.06	292.63	393.04	506.68	299.07	302.38	361.07	372.3	442.59	472.08	378.42	593.38	450	303.78	445.5	285.5	402.17	343.12	504.79	371.36
2574	2170.91	656.91	350.75	513	421.13	283.74	366.05	330.55	372.33	260.73	426.46	456.97	449.43	284.84	355.75	467.56	344.18	338.53	379.12	429.25	301.53	369.75	328.85	347.73	590.29	1024.12	436.94	326.44	424.87	304.87	490.9	333.8
2575	729.75	325.17	710.92	534.77	267.79	245.02	615.67	401.67	319.12	273.82	417	362.58	376.32	265.36	564.19	502.59	269.22	233.94	403.46	376.88	564.62	386.07	427.2	471.3	584.17	518.22	453.67	303.83	496.04	407.04	623.36	399.18
2576	679.56	660.8	591.4	481.38	328.46	274.19	356.34	409.42	381.58	221.5	331.23	379.4	310.09	240.61	467.25	435.2	388.33	301.67	353.34	391.42	335.54	314.39	342.94	298.5	627	524.71	394.35	322.05	466.04	255.62	459.14	408.05
2577	963.94	860.12	642.1	559.8	370.94	244.88	457.96	357	374.5	243.58	367.88	396	402.65	233.73	402.66	360.8	303.5	254.67	450.55	381.8	568.22	437.59	312.97	359.92	612.52	622.76	454	355.64	672.5	414.5	402.86	319.43
2578	1423.31	810	1042.36	690.31	746.32	588.82	906.12	739.82	1452.17	661.44	930.06	751.33	1111.63	646.62	1071.12	693.78	853.15	516.41	448.38	523.44	827	909.61	618.17	627.75	798.27	795.27	871	488.94	1418.56	644.25	924.39	656.39
2579	432.77	388.31	511.81	463	250.42	253.24	379.57	305.21	356.24	353.34	453.94	377.25	287.82	225.3	1319	1001.74	5600.17	4789.25	322.65	403.62	387.5	255.27	323.21	437.03	673.46	490.64	383.57	392.79	304.55	274.95	481.92	325.08
2580	755.68	474.18	745	530.92	559.32	373.49	478.84	364.71	636.74	359.1	439.89	388.67	680.1	313.17	657.45	463.16	419.36	288.93	447.58	365.33	674.44	426.09	378.86	444.68	701.45	513.34	494.78	505.23	786.02	467.23	607.87	473.73
2581	403.13	336.13	421.33	515.22	271.65	226.21	443.84	337.26	371.52	308.62	391.96	413	442.76	260.81	454.78	394.9	347.98	279.32	298.42	347.62	511.86	386.48	263.28	378.05	547.91	372.8	418.5	387.35	596.19	418.62	450.92	316
2582	568.07	405.08	634.41	494.67	388.23	277.3	545.9	473.4	473.85	268.2	383.11	402.67	400.53	244.35	464.43	387	347.23	276.05	361.57	383	552.5	400.36	292.59	405.18	655.38	367.42	554.73	547.53	686.68	404.16	432.76	381.18
2583	633.36	391.36	565.09	507.47	292.24	222.19	439.8	354.75	374.63	334.81	331.33	411.53	305.67	242.08	477.25	490.6	1440.27	870.92	350.85	334.26	570.54	461.31	288.45	377.71	673	471.56	447.33	370.28	1129.31	580.45	386.41	440.24
2584	1800.33	1304.11	795.5	645.9	590.33	337	628.88	484.35	734.88	473.38	708.42	581	334.28	269.06	666.25	693.75	1135.71	652	502.96	472.26	1651.91	919.92	1092.29	1179.14	985.31	674.16	703.62	549.08	965.33	640.33	718.2	519.8
2585	551.04	445.04	795.62	396.15	430.12	289.06	887.45	563.78	412.48	323.9	418.62	397.86	428.74	259.63	380.63	378.26	356.14	291.6	420.1	294.44	808.02	446.02	612.67	564.67	703.67	462.55	467.58	283.08	722.22	371.42	513.37	343.56
2586	474.47	418	659.3	488.83	401.8	241.07	587.65	436.7	390.57	287.68	383.7	446.7	912.54	518.35	452	420.21	358.37	323.29	301.29	307.05	391.18	379.36	393.19	431.33	628.75	524.42	442.29	409.24	483.05	578.06	645.36	628.86
2587	738.62	398.5	717.69	561.44	478.31	374.06	670.83	495.39	556.73	338.47	17879.33	13041.78	438	299.85	627.41	604.14	372.12	303.15	443.53	451.8	407.22	438.17	562.13	691.67	601.95	517.72	476.96	381.27	990.86	498.14	812.69	571.5
2588	1267.45	1727.89	714.18	623.86	998.31	607.83	449.79	399.29	295.38	271.81	363.06	440.91	331.82	253.88	416.63	429.84	319.86	316.76	336.95	400	363.04	330.55	381.42	621.37	598.88	482.31	527.89	393	446.39	326.16	528.31	402.62
2589	505.22	949.04	494.97	417.28	299.05	285.71	416.22	416.34	252.64	230.91	350.18	419.28	515.29	310.61	390.85	397.85	413.19	393.64	306.76	386.07	437.23	480.58	336.22	485.22	438.48	362.4	543.8	252.2	1153.89	651.22	557.08	276
2590	489.11	341.11	0	0	320.86	243.62	502.56	399.05	313.95	279.05	385.55	515.64	257.75	231.8	444.7	542.8	213.93	255.78	286.65	443.54	393.33	334	356.05	519.74	455.29	488.88	438.83	319.43	430.94	310	425.24	342.45
2591	500.94	426.5	496.08	452.94	368.26	283.42	503.65	419.25	355.3	290.05	331.19	405.43	360.11	225.76	486	502.4	255.27	314.73	290.72	382.66	415.2	358.29	340	413.45	504.1	348.81	494.14	334.64	389.54	320.09	600.67	444.17
2592	959.13	517.26	719.25	930.81	683.59	447.45	645.33	495.67	756.38	441.82	445.35	425.42	679.24	397.88	767.79	561.45	335.77	281.78	418.75	294.05	779.09	537.67	567.56	561.62	818.56	476.8	545.89	358.22	1117.91	619.69	700.03	467.4
2593	946.11	586.16	896.16	820.63	665.25	382.65	935.64	759.07	729.22	511.83	851.08	681	861.13	402	818.96	565.32	503.42	543.04	390.13	401.9	1236.09	670.48	877.46	1014.64	918.68	546.82	650.42	426.67	1262.73	903.64	1445.89	969.74
2594	1017.81	576	800.66	774	564.95	477.63	594.53	606.32	640.87	431.74	511.19	563.33	737.5	371.55	946.35	715.7	370.43	285.08	494.15	430.45	771.43	473.48	574.24	581.76	792.18	608.35	617.2	507.5	1517.38	839.08	1180.17	857
2595	442.23	340.71	517.44	496.31	0	0	576.56	374.44	292.08	249.92	362.24	468.03	247.04	202.52	445.85	440.69	159.46	230.77	285.32	276.53	378.48	304.08	332.03	326.1	509	247.08	429.45	238.45	302.74	320.91	466.5	364.1
2596	518.35	452.71	581.38	579	1266.7	447.5	335.82	353.42	258.24	219.82	426.38	418.21	334.28	282.5	452.46	441.25	234.5	231.4	367.88	331.25	331.13	411.2	317.18	359.45	521.9	330.35	487.2	201.3	345.63	285.22	447.74	362.89
2597	477.92	323.09	477.64	555.91	352.9	259.1	411.42	375.76	246.1	305.35	0	0	312.29	233.83	557.2	390.67	180.72	239.71	278.17	331.49	335.08	298.16	361	398.58	358	263.08	446.28	310.86	340	373.57	435.94	355.47
2598	369.85	317.13	476.2	514.27	239.48	209.52	438.16	398.42	213.54	225.31	309.89	401	274.4	264.14	442.72	420	232.11	225.65	361.67	590	325.04	278.27	343.48	363.52	381.06	246.78	445.81	374.81	249.29	352.94	384.35	361.82
2599	711.23	777.29	524.05	524.18	303.8	286.08	474.33	360.44	245.38	254.21	394.93	445.34	304.44	215.19	420.8	304.6	215.25	211.19	300.42	393.5	388.65	278.06	323.03	287.5	386.35	367.37	452.53	433.13	354.11	277.08	444.16	378.33
2600	576.32	520.63	494.24	524.93	276.21	262.89	510.45	311.82	269.62	269.23	394.53	405.47	285.51	237.19	513.69	461.69	0	0	417.8	361	395.27	372.27	316.15	340.63	433.17	355.92	448.64	440.43	441.67	268.67	387.02	360.07
